epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
32,392.347,1.26241,1.22659,1.28067,0.51445,0.60351,0.5913,0.30593,1.49755,1.43311,1.99152,0.00055188,0.00055188,0.00055188
33,404.337,1.24921,1.24131,1.29825,0.72428,0.51579,0.601,0.32243,1.57351,1.46387,2.02713,0.000523586,0.000523586,0.000523586
34,416.349,1.21972,1.17191,1.24132,0.71955,0.578,0.58434,0.28142,1.57797,1.54547,2.04808,0.000495291,0.000495291,0.000495291
35,428.377,1.2004,1.19142,1.27014,0.68314,0.59529,0.59341,0.31862,1.48684,1.40236,1.96463,0.000466997,0.000466997,0.000466997
36,440.335,1.2093,1.20973,1.25658,0.55666,0.52111,0.45132,0.22222,1.64326,1.85878,2.13066,0.000438703,0.000438703,0.000438703
37,452.318,1.19414,1.14294,1.26841,0.65016,0.45965,0.52965,0.27571,1.51572,1.53089,1.97175,0.000410409,0.000410409,0.000410409
38,464.306,1.19036,1.08888,1.25852,0.91711,0.50103,0.65265,0.34165,1.41299,1.38242,1.94789,0.000382115,0.000382115,0.000382115
39,476.308,1.15365,1.11676,1.25203,0.88554,0.58301,0.66621,0.34201,1.46336,1.26499,1.94446,0.00035382,0.00035382,0.00035382
40,488.348,1.14139,1.07148,1.25025,0.89238,0.61866,0.68494,0.37975,1.37546,1.26282,1.86386,0.000325526,0.000325526,0.000325526
41,501.149,1.06392,0.96586,1.19381,0.93307,0.58269,0.66108,0.35161,1.57803,1.45732,2.00547,0.000297232,0.000297232,0.000297232
42,513.124,1.04135,0.96292,1.19615,0.79455,0.53333,0.58488,0.30533,1.63904,1.44471,2.06008,0.000268938,0.000268938,0.000268938
43,525.034,1.03387,0.94508,1.18078,0.54735,0.62992,0.63323,0.33571,1.47822,1.23956,1.95078,0.000240644,0.000240644,0.000240644
44,536.98,1.01298,0.8537,1.15871,0.67647,0.60351,0.64173,0.35764,1.47413,1.21527,1.95356,0.000212349,0.000212349,0.000212349
45,548.892,0.9882,0.84574,1.1321,0.69529,0.61524,0.64227,0.33293,1.51468,1.2072,2.00599,0.000184055,0.000184055,0.000184055
46,560.816,0.99133,0.84622,1.14524,0.68876,0.61401,0.5958,0.32497,1.44147,1.23171,1.89207,0.000155761,0.000155761,0.000155761
47,572.756,0.93743,0.77585,1.09791,0.70833,0.62105,0.65851,0.35979,1.45361,1.22128,1.87877,0.000127467,0.000127467,0.000127467
48,584.799,0.9518,0.77599,1.11358,0.69094,0.63613,0.66315,0.35323,1.46255,1.17183,1.92044,9.91726e-05,9.91726e-05,9.91726e-05
49,596.91,0.9443,0.77993,1.10797,0.6702,0.65492,0.66834,0.36187,1.43774,1.13319,1.89554,7.08784e-05,7.08784e-05,7.08784e-05
50,608.947,0.94843,0.7727,1.11841,0.67338,0.64737,0.66812,0.36798,1.43328,1.12501,1.88714,4.25842e-05,4.25842e-05,4.25842e-05
