epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
29,33.4123,0.96229,1.30724,1.03218,0.45869,0.19972,0.20157,0.12598,1.44457,2.94342,1.38115,0.0008912,0.0008912,0.0008912
30,34.5226,0.93711,1.26494,0.95779,0.5174,0.41176,0.34313,0.2236,1.2863,2.57778,1.23703,0.0008516,0.0008516,0.0008516
31,35.6295,0.98967,1.30107,1.0441,0.68984,0.44118,0.45322,0.32428,1.18278,2.25903,1.17258,0.000812,0.000812,0.000812
32,36.7819,0.93669,1.21823,0.99499,0.84924,0.49718,0.57503,0.41887,1.11598,1.78518,1.11212,0.0007724,0.0007724,0.0007724
33,37.9287,0.98292,1.27907,1.04906,0.84781,0.55882,0.58767,0.42421,1.09414,1.63595,1.08191,0.0007328,0.0007328,0.0007328
34,39.0687,0.95653,1.15754,0.97196,0.74568,0.60393,0.6175,0.44023,1.10647,1.61613,1.10204,0.0006932,0.0006932,0.0006932
35,40.2157,0.98132,1.20847,1.01067,0.81044,0.52941,0.63404,0.45769,1.09285,1.55207,1.10133,0.0006536,0.0006536,0.0006536
36,41.3816,0.893,1.19211,0.98717,0.77679,0.61424,0.64797,0.48839,1.00587,1.42117,1.04065,0.000614,0.000614,0.000614
37,42.519,0.95142,1.29839,0.9829,0.77564,0.58824,0.66922,0.50112,0.96387,1.33823,1.02025,0.0005744,0.0005744,0.0005744
38,43.6564,0.89415,1.12616,0.96703,0.94912,0.54904,0.67425,0.51963,1.01749,1.36685,1.03618,0.0005348,0.0005348,0.0005348
39,44.7968,0.97973,1.23342,1.04075,0.91341,0.55882,0.6816,0.53886,1.00247,1.39338,1.02401,0.0004952,0.0004952,0.0004952
40,45.9696,0.90581,1.08565,0.98969,0.94148,0.58824,0.7059,0.53471,0.96891,1.31436,1.01417,0.0004556,0.0004556,0.0004556
41,47.9016,0.78669,1.08475,0.91648,0.94354,0.58824,0.7183,0.54581,0.95426,1.26982,1.00723,0.000416,0.000416,0.000416
42,49.1012,0.76871,1.08231,0.92959,0.91171,0.60772,0.72087,0.56493,0.92226,1.25986,0.98506,0.0003764,0.0003764,0.0003764
43,50.2491,0.74432,1.00662,0.91791,0.93516,0.58824,0.71756,0.55466,0.89414,1.27713,0.97309,0.0003368,0.0003368,0.0003368
44,51.3678,0.72686,1.0321,0.88596,0.85041,0.61765,0.72646,0.55489,0.88559,1.22897,0.96393,0.0002972,0.0002972,0.0002972
45,52.4701,0.7494,1.02046,0.88288,0.94982,0.55684,0.71917,0.5497,0.90425,1.24414,0.96895,0.0002576,0.0002576,0.0002576
46,53.5789,0.68202,0.95774,0.87801,0.78076,0.64706,0.72676,0.56948,0.90096,1.21377,0.96958,0.000218,0.000218,0.000218
47,54.7125,0.70659,0.96393,0.88375,0.9473,0.55882,0.72384,0.56504,0.88466,1.18304,0.96753,0.0001784,0.0001784,0.0001784
48,55.8607,0.71744,0.94745,0.91079,0.90902,0.58774,0.72571,0.574,0.88804,1.16717,0.96472,0.0001388,0.0001388,0.0001388
49,57.0094,0.71977,1.02443,0.88119,0.90707,0.58824,0.73198,0.56913,0.89097,1.1568,0.96306,9.92e-05,9.92e-05,9.92e-05
50,58.1101,0.65717,0.89875,0.86778,0.90436,0.58824,0.73651,0.57101,0.89042,1.14692,0.96194,5.96e-05,5.96e-05,5.96e-05
